SlNo,Property_Name,Property_Type,Address,Landmarks,City,State_code,Country,Carpet_area,Builtup_Area,Floor,Beds,Bathroom,Balcony,BHK_Type,Status,Furnished_status,Price_per_square_feet,Year_Built,Transaction_type,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
2981,2BHK Multistorey Apartment for Resale in Hillock Towers at Somatne Phata,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,762,11,2,2,1,2,Ready to Move,Unfurnished,5906,,Resale,,,,0,4500000
2982,1BHK Multistorey Apartment for Resale in Shivai Garden at Hadapsar,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,545,4,1,1,1,1,Ready to Move,Semi-Furnished,4587,,Resale,,,Freehold,0,2500000
2983,1BHK Multistorey Apartment for Resale in Maple Woodz at Wagholi,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,601,7,1,1,1,1,Ready to Move,Unfurnished,6656,,Resale,,,,100000,4000000
2984,2BHK Multistorey Apartment for Resale in Oakwood Hills at Baner,Apartment,"Pune, Maharashtra",Pan Card Club Ground,Pune,Maharashtra,India,,1254,9,2,2,3,2,Ready to Move,Semi-Furnished,10048,,Resale,East,,Co-operative Society,500000,12600000
2985,"4BHK Multistorey Apartment for Resale in Model Colony, Shivaji Nagar",Apartment,"Pune, Maharashtra",Via Jain Boarding--Adjacent to Suyog Society-- Adjacent to Topaz Soc,Pune,Maharashtra,India,1308,1700,6,4,4,2,4,Ready to Move,Furnished,14706,,Resale,West,1 Covered,Co-operative Society,1000000,25000000
2986,2BHK Multistorey Apartment for Resale in Sonesta at Wakad,Apartment,"Pune, Maharashtra",Near Golden Care Hospital,Pune,Maharashtra,India,660,858,8,2,2,1,2,Ready to Move,Unfurnished,7226,,Resale,East,,Freehold,100000,6200000
2987,2BHK Multistorey Apartment for Resale in Godrej Greens at Undri,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,760,15,2,2,2,2,Ready to Move,Unfurnished,7500,,Resale,South - East,,Freehold,500000,5700000
2988,2BHK Multistorey Apartment for Resale in Lantana Court at Mohammed Wadi,Apartment,"Pune, Maharashtra",Raheja Circle,Pune,Maharashtra,India,881,1188,6,2,2,2,2,Ready to Move,Unfurnished,6313,,Resale,East,1 Covered,Freehold,500000,7500000
2989,1BHK Multistorey Apartment for Resale in Pristine Palms at Wagholi,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,620,8,1,1,,1,Ready to Move,Unfurnished,3226,,Resale,,,,0,2000000
2990,2BHK Multistorey Apartment for Resale in Borhade Wadi,Apartment,"Pune, Maharashtra",Near convention centre,Pune,Maharashtra,India,,1075,12,2,2,2,2,Ready to Move,Unfurnished,5302,,Resale,East,1 Covered,Freehold,0,5700000
2991,2BHK Multistorey Apartment for Resale in Vision City at Talegaon Dabhade,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,780,6,2,2,1,2,Ready to Move,Unfurnished,3846,,Resale,,,,0,3000000
2992,"2BHK Multistorey Apartment for Resale in Astoria Royals at Ravet, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,956,12,2,2,,2,Ready to Move,Semi-Furnished,7322,,Resale,,,,0,7000000
2993,1BHK Multistorey Apartment for Resale in Shriniwas Serene County at Wadgaon BK,Apartment,"Pune, Maharashtra",Dnyanadeep English Medium school.,Pune,Maharashtra,India,410,530,4,1,1,,1,Ready to Move,Unfurnished,3774,,Resale,West,,Freehold,200000,2000000
2994,"1BHK Multistorey Apartment for Resale in Nigdi, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",Near Nigdi Bus Stand,Pune,Maharashtra,India,560,636,4,1,1,,1,Ready to Move,Unfurnished,7075,,Resale,East,,Freehold,100000,4500000
2995,2BHK Multistorey Apartment for Resale in Nirmitee Shubhyog Phase 1 at Moshi,Apartment,"Pune, Maharashtra",Near Swaraj Chowk,Pune,Maharashtra,India,750,950,12,2,2,2,2,Ready to Move,Furnished,6316,,Resale,West,1 Open,Freehold,100000,6000000
2996,2BHK Multistorey Apartment for Resale in Oxy Galaxy at Wagholi,Apartment,"Pune, Maharashtra",Paytm tea,Pune,Maharashtra,India,730,965,10,2,2,3,2,Ready to Move,Unfurnished,5699,,Resale,East,,Freehold,200000,5500000
2997,"2BHK Multistorey Apartment for Resale in Swaraaj Pride at Punawale, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,937,6,2,2,,2,Ready to Move,Unfurnished,6190,,Resale,,,,0,5800000
2998,1BHK Multistorey Apartment for Resale in Puravankara Purva Silversands at Mundhwa,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,602,602,20,1,1,1,1,Ready to Move,Unfurnished,8638,,Resale,East,,Freehold,0,5200000
2999,"2BHK Multistorey Apartment for Resale in Milestone at Ravet, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,789,1045,12,2,2,1,2,Ready to Move,Unfurnished,6699,,Resale,North - East,,,0,7000000
3000,3BHK Multistorey Apartment for Resale in Eisha Empire at Hadapsar,Apartment,"Pune, Maharashtra","Conveniently located - Market, grocery, pharmacy all within 100 metres",Pune,Maharashtra,India,1047,1354,9,3,2,,3,Ready to Move,Semi-Furnished,5539,,Resale,East,2 Covered,Freehold,200000,7500000
3001,2BHK Multistorey Apartment for Resale in Bramha Estate at Kondhwa,Apartment,"Pune, Maharashtra",Jyoti Restaurant,Pune,Maharashtra,India,1055,1120,11,2,2,1,2,Ready to Move,Semi-Furnished,6696,,Resale,East,,Freehold,200000,7500000
3002,"3BHK Multistorey Apartment for Resale in Punawale, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,925,13,3,2,,3,Ready to Move,Semi-Furnished,10270,,Resale,,,,0,9500000
3003,3BHK Multistorey Apartment for Resale in Hinjawadi,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,1200,30,3,3,,3,Ready to Move,Unfurnished,9215,,Resale,,,,0,11000000
3004,"2BHK Multistorey Apartment for Resale in Mamurdi, Dehu Road",Apartment,"Pune, Maharashtra",Near Mukai Chowk,Pune,Maharashtra,India,867,1170,4,2,2,2,2,Ready to Move,Unfurnished,3846,,Resale,East,,Freehold,100000,4500000
3005,1BHK Multistorey Apartment for Resale in Oxford Paradise at Sus,Apartment,"Pune, Maharashtra",1 Up fitness Club,Pune,Maharashtra,India,484,660,13,1,1,2,1,Ready to Move,Unfurnished,6061,,Resale,East,1 Covered,Freehold,500000,4000000
3006,1BHK Multistorey Apartment for Resale in Nilesh Samruddhi at Handewadi Road,Apartment,"Pune, Maharashtra",Within pune municipality area before simplicity society.,Pune,Maharashtra,India,495,642,11,1,2,1,1,Ready to Move,Unfurnished,5140,,Resale,East,1 Covered,Freehold,0,3300000
3007,3BHK Multistorey Apartment for Resale in Pinnacle Brookeside at Bavdhan,Apartment,"Pune, Maharashtra",Bank of Maharashtra,Pune,Maharashtra,India,1400,1834,10,3,3,2,3,Ready to Move,Semi-Furnished,10742,,Resale,East,1 Covered,Freehold,500000,19700000
3008,1BHK Multistorey Apartment for Resale in Amrut Ganga at Sinhgad Road,Apartment,"Pune, Maharashtra",Hotel Aatithi,Pune,Maharashtra,India,570,715,11,1,1,1,1,Ready to Move,Unfurnished,7692,,Resale,East,1 Covered,Co-operative Society,500000,5500000
3009,2BHK Multistorey Apartment for Resale in TATA La Montana at Talegaon Dabhade,Apartment,"Pune, Maharashtra",Hotel Orritel,Pune,Maharashtra,India,676,844,10,2,2,2,2,Ready to Move,Unfurnished,4265,,Resale,East,,Freehold,100000,3600000
3010,2BHK Multistorey Apartment for New Property in Kohinoor Begonia at Talegaon Dabhade,Apartment,"Pune, Maharashtra",Near-Government Medical College,Pune,Maharashtra,India,785,1020,4,2,2,2,2,Ready to Move,Semi-Furnished,3431,,New Property,East,"1 Covered, 3 Open",Co-operative Society,0,3500000
3011,3BHK Multistorey Apartment for Resale in Rahul Arcus at Baner,Apartment,"Pune, Maharashtra",Tata Motors Showroom,Pune,Maharashtra,India,1940,2500,21,3,4,3,3,Ready to Move,Unfurnished,10000,,Resale,East,"1 Covered, 1 Open",Freehold,1000000,25000000
3012,1BHK Builder Floor Apartment for Resale in Konark Nagar at Viman Nagar,Builder Floor Apartment,"Pune, Maharashtra",Airport,Pune,Maharashtra,India,850,1000,4,1,1,1,1,Ready to Move,Semi-Furnished,9000,,Resale,East,"1 Covered, 1 Open",Freehold,100000,9000000
3013,"2BHK Multistorey Apartment for Resale in Anujai Residency at Pimple Nilakh, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",Near Rakshak Chowk,Pune,Maharashtra,India,652,865,6,2,2,1,2,Ready to Move,Semi-Furnished,8092,,Resale,East,"1 Covered, 1 Open",Freehold,100000,7000000
3014,"2BHK Multistorey Apartment for Resale in Sukhwani Udyan at Chinchwad, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,906,1180,6,2,1,1,2,Ready to Move,Semi-Furnished,5932,,Resale,East,,,100000,7000000
3015,1BHK Multistorey Apartment for Resale in Dhayari,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,520,5,1,1,,1,Ready to Move,Unfurnished,3462,,Resale,,,,0,1800000
3016,3BHK Multistorey Apartment for Resale in Hill Shire at Wagholi,Apartment,"Pune, Maharashtra",Indiawala cake,Pune,Maharashtra,India,1150,1280,15,3,3,,3,Ready to Move,Furnished,6641,,Resale,East,,Freehold,100000,8500000
3017,1BHK Multistorey Apartment for Resale in Talegaon Dabhade,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,300,11,1,1,,1,Ready to Move,Unfurnished,5500,,Resale,,,Freehold,0,1650000
3018,2BHK Multistorey Apartment for Resale in Devi Indrayani at Talwade,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,962,5,2,2,,2,Ready to Move,Unfurnished,5873,,Resale,South,,Freehold,0,5650000
3019,2BHK Multistorey Apartment for Resale in Golden Nest at Lohegaon,Apartment,"Pune, Maharashtra",Park Spring Society,Pune,Maharashtra,India,750,971,4,2,2,1,2,Ready to Move,Semi-Furnished,5664,,Resale,North - East,1 Covered,Freehold,1000000,5500000
3020,2BHK Multistorey Apartment for Resale in Wadgaon BK,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,690,1000,11,2,2,2,2,Ready to Move,Unfurnished,8300,,Resale,,,,500000,8300000
3021,1BHK Multistorey Apartment for Resale in Anshul Kanvas at Wagholi,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,624,12,1,2,1,1,Ready to Move,Unfurnished,5769,,Resale,,,Freehold,50000,3600000
3022,3BHK Penthouse for Resale in Marvel Albero at Kondhwa,Penthouse,"Pune, Maharashtra","Close to Iskon Mandir ,",Pune,Maharashtra,India,2395,2395,18,3,4,1,3,Ready to Move,Furnished,15031,,Resale,West,2 Covered,Freehold,2000000,36000000
3023,2BHK Multistorey Apartment for Resale in Moshi,Apartment,"Pune, Maharashtra",Near SPG International School,Pune,Maharashtra,India,638,900,5,2,2,1,2,Ready to Move,Unfurnished,4556,,Resale,East,,Freehold,100000,4100000
3024,"3BHK Multistorey Apartment for Resale in Salisbury Park, Gultekdi",Apartment,"Pune, Maharashtra",Poonawala Garden,Pune,Maharashtra,India,1780,2100,4,3,3,2,3,Ready to Move,Unfurnished,9524,,Resale,East,3 Covered,Freehold,0,20000000
3025,2BHK Multistorey Apartment for Resale in Selene Park at Hadapsar,Apartment,"Pune, Maharashtra",PMC Water tank,Pune,Maharashtra,India,800,1050,9,2,2,2,2,Ready to Move,Unfurnished,4190,,Resale,East,"1 Covered, 1 Open",Freehold,50000,4400000
3026,1BHK Multistorey Apartment for Resale in Kamal Green Leaf at Sinhgad Road,Apartment,"Pune, Maharashtra",Near ZP School Kirkitwadi,Pune,Maharashtra,India,,551,7,1,1,2,1,Ready to Move,Unfurnished,4537,,Resale,East,,Freehold,0,2500000
3027,3BHK Multistorey Apartment for Resale in Prabhat Road,Apartment,"Pune, Maharashtra",Income Tax Office,Pune,Maharashtra,India,1763,2260,4,3,3,3,3,Ready to Move,Unfurnished,15211,,Resale,East,,Freehold,500000,34300000
3028,1BHK Multistorey Apartment for Resale in Xrbia Hinjewadi at Marunji Road,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,295,325,8,1,1,1,1,Ready to Move,Furnished,4615,,Resale,East,,Co-operative Society,0,1500000
3029,1BHK Multistorey Apartment for Resale in Sinhgad Road,Apartment,"Pune, Maharashtra",Pawar International school,Pune,Maharashtra,India,467,580,4,1,1,,1,Ready to Move,Unfurnished,5517,,Resale,West,,Freehold,300000,3200000
3030,"1BHK Builder Floor Apartment for Resale in Pimple Gurav, Pimpri Chinchwad",Builder Floor Apartment,"Pune, Maharashtra",Ramkrishna Mangal Karualaya,Pune,Maharashtra,India,,550,4,1,1,,1,Ready to Move,Semi-Furnished,6364,,Resale,South,1 Open,Freehold,0,3500000
3031,2BHK Multistorey Apartment for Resale in Viijcon Cellandine at Kasarsai,Apartment,"Pune, Maharashtra",near Sonalika Tractors,Pune,Maharashtra,India,69,1292,8,2,2,2,2,Ready to Move,Semi-Furnished,4413,,Resale,,,,0,5700000
3032,2BHK Multistorey Apartment for Resale in Chincholi Ambegaon,Apartment,"Pune, Maharashtra",Behind Dmart,Pune,Maharashtra,India,800,960,11,2,2,,2,Ready to Move,Semi-Furnished,7083,,Resale,East,1 Open,Co-operative Society,1000000,6800000
3033,2BHK Penthouse for Resale in Sanaya Belvedere at Viman Nagar,Penthouse,"Pune, Maharashtra",airforce gate,Pune,Maharashtra,India,2000,2400,5,2,2,1,2,Ready to Move,Unfurnished,7292,,Resale,East,"1 Covered, 1 Open",Freehold,1000000,17500000
3034,3BHK Multistorey Apartment for Resale in Darode Jog Shriniwas Bharatshree at Erandwane,Apartment,"Pune, Maharashtra","Abhinav School, KHS, Metro.",Pune,Maharashtra,India,800,1074,6,3,2,1,3,Ready to Move,Unfurnished,15270,,Resale,East,1 Covered,Freehold,200000,16400000
3035,2BHK Multistorey Apartment for Resale in Mont Vert Vesta at Lavale,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,592,922,12,2,2,2,2,Ready to Move,Semi-Furnished,4555,,Resale,North,1 Covered,Freehold,500000,4200000
3036,"1BHK Multistorey Apartment for Resale in Jaisons Sonterra Studios at Bhugaon, Bavdhan",Apartment,"Pune, Maharashtra",Janvi Restaurant,Pune,Maharashtra,India,600,826,4,1,2,1,1,Ready to Move,Semi-Furnished,5932,,Resale,East,1 Open,Freehold,1000000,4900000
3037,1BHK Multistorey Apartment for Resale in Xrbia Township at Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,Apartment,"Pune, Maharashtra",Near Indian Oil Petrol Pump,Pune,Maharashtra,India,336,450,7,1,1,2,1,Ready to Move,Semi-Furnished,4667,,Resale,West,"1 Covered, 1 Open",Co-operative Society,100000,2100000
3038,2BHK Multistorey Apartment for Resale in VTP Leonara at Mahalunge,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,805,,22,2,2,2,2,Ready to Move,Semi-Furnished,,,Resale,West,1 Covered,,0,8300000
3039,3BHK Multistorey Apartment for Resale in Sector Number 27 Nigdi,Apartment,"Pune, Maharashtra",Near akurdi railwa station as well as nearer to ganesh talaw sector 27.,Pune,Maharashtra,India,1130,,7,3,3,4,3,Under Construction,Unfurnished,,,Resale,East,"6 Covered, 6 Open",Freehold,500000,16500000
3040,2BHK Multistorey Apartment for Resale in ITrend Homes at Hinjawadi,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,700,13,2,2,1,2,Ready to Move,Unfurnished,7857,,Resale,North,,Freehold,0,5500000
3041,2BHK Multistorey Apartment for Resale in Camp,Apartment,"Pune, Maharashtra",This Property is in close proximity to shopping centres  schools.,Pune,Maharashtra,India,771,,6,2,2,3,2,Ready to Move,Unfurnished,,,Resale,East,,Co-operative Society,0,6300000
3042,2BHK Multistorey Apartment for Resale in Leela Garden at Joggers Park,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,1185,7,2,2,2,2,Ready to Move,Unfurnished,14768,,Resale,East,1 Covered,Freehold,0,17500000
3043,2BHK Multistorey Apartment for Resale in Tatva at Kharadi,Apartment,"Pune, Maharashtra",Bollywood cinema,Pune,Maharashtra,India,980,1018,11,2,2,3,2,Ready to Move,Unfurnished,8841,,Resale,East,,Freehold,200000,9000000
3044,2BHK Multistorey Apartment for Resale in Talegaon Dabhade,Apartment,"Pune, Maharashtra",Near Swayambu Shiv Mandir,Pune,Maharashtra,India,717,967,6,2,2,1,2,Ready to Move,Unfurnished,4343,,Resale,East,"1 Covered, 1 Open",Freehold,100000,4200000
3045,2BHK Multistorey Apartment for Resale in Sahyadri Utsav at Kirkatwadi,Apartment,"Pune, Maharashtra",Kirkatwadi Grampanchayat,Pune,Maharashtra,India,531,783,5,2,2,1,2,Ready to Move,Unfurnished,4853,,Resale,East,1 Covered,Co-operative Society,200000,3800000
3046,2BHK Multistorey Apartment for Resale in Shivane,Apartment,"Pune, Maharashtra",More Petrol Pump,Pune,Maharashtra,India,635,800,5,2,1,1,2,Ready to Move,Unfurnished,4500,,Resale,East,,Co-operative Society,500000,3600000
3047,1BHK Multistorey Apartment for Resale in Navyangan at Pirangut,Apartment,"Pune, Maharashtra",Near Rani Laxmibai Military School for Girls,Pune,Maharashtra,India,389,,12,1,1,1,1,Ready to Move,Unfurnished,,,Resale,,,,0,2700000
3048,1BHK Multistorey Apartment for Resale in Mukai Nagar Ravet,Apartment,"Pune, Maharashtra",Near S B Patil College,Pune,Maharashtra,India,556,667,7,1,2,1,1,Ready to Move,Unfurnished,5997,,Resale,East,1 Open,Freehold,100000,4000000
3049,"2BHK Multistorey Apartment for Resale in Bhavani Peth, Kasba Peth",Apartment,"Pune, Maharashtra",Babajhan Darga Camp,Pune,Maharashtra,India,957,1148,3,2,2,3,2,Ready to Move,Unfurnished,6620,,Resale,North,,Freehold,500000,7600000
3050,"2BHK Multistorey Apartment for Resale in Puneville at Punawale, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",Near Balaji Temple,Pune,Maharashtra,India,850,1150,22,2,2,2,2,Ready to Move,Semi-Furnished,7217,,Resale,North - East,1 Covered,Freehold,100000,8300000
3051,4BHK Multistorey Apartment for Resale in Eternia at Pan Card Club Road,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,1450,1850,6,4,4,4,4,Ready to Move,Unfurnished,10000,,Resale,,2 Covered,Freehold,3000000,18500000
3052,1BHK Multistorey Apartment for Resale in Hazel View at Hinjawadi,Apartment,"Pune, Maharashtra",Near Persistent Company.,Pune,Maharashtra,India,636,721,8,1,1,1,1,Ready to Move,Unfurnished,8044,,Resale,East,,Co-operative Society,100000,5800000
3053,2BHK Multistorey Apartment for Resale in Newton Homes at Hadapsar,Apartment,"Pune, Maharashtra","Next to Luxurious Marvel Bouty ,Hadaosar",Pune,Maharashtra,India,675,945,12,2,2,2,2,Ready to Move,Unfurnished,7407,,Resale,East,1 Covered,Freehold,100000,7000000
3054,3BHK Multistorey Apartment for Resale in Avon Vista at Balewadi,Apartment,"Pune, Maharashtra",500meters walking metro station,Pune,Maharashtra,India,1154,1400,21,3,3,2,3,Ready to Move,,10357,,Resale,East,1 Covered,Co-operative Society,200000,14500000
3055,1BHK Multistorey Apartment for Resale in Deshmukh Height at Chakan,Apartment,"Pune, Maharashtra",Near Ambethan Chowk,Pune,Maharashtra,India,516,625,4,1,1,1,1,Ready to Move,Unfurnished,3840,,Resale,East,"1 Covered, 1 Open",Freehold,100000,2400000
3056,2BHK Multistorey Apartment for Resale in Sinhgad Road,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,900,4,2,1,,2,Ready to Move,Unfurnished,5000,,Resale,,,,0,4500000
3057,"3BHK Multistorey Apartment for New Property in Godrej Rivergreens at Manjri, Manjri Budruk",Apartment,"Pune, Maharashtra",Manjari is known for its pollution free and open green spaces.,Pune,Maharashtra,India,952,1300,23,3,3,3,3,Ready to Move,Unfurnished,8308,,New Property,East,,Freehold,200000,10800000
3058,"2BHK Multistorey Apartment for Resale in Dwarka Queens Park at Pimple Saudagar, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",Next to rainbow plaza,Pune,Maharashtra,India,965,,7,2,2,1,2,Ready to Move,Furnished,,,Resale,East,1 Open,Freehold,0,8800000
3059,1BHK Multistorey Apartment for Resale in Blue Skky Melon at Wagholi,Apartment,"Pune, Maharashtra",Raisoni college,Pune,Maharashtra,India,550,565,3,1,1,1,1,Ready to Move,Unfurnished,5310,,Resale,East,1 Covered,Freehold,100000,3000000
3060,2BHK Multistorey Apartment for Resale in Colonnade at Kharadi,Apartment,"Pune, Maharashtra",,Pune,Maharashtra,India,,1419,12,2,2,,2,Ready to Move,Unfurnished,9161,,Resale,West,1 Covered,,500000,13000000
3061,2BHK Multistorey Apartment for Resale in Govindbaug at Moshi,Apartment,"Pune, Maharashtra",Near Ambience Hotel,Pune,Maharashtra,India,631,836,12,2,2,2,2,Ready to Move,Furnished,5742,,Resale,East,,Co-operative Society,100000,4800000
3062,2BHK Multistorey Apartment for Resale in Pashan,Apartment,"Pune, Maharashtra",Swadhaa Waldorf Learning Centre,Pune,Maharashtra,India,858,1145,6,2,2,,2,Ready to Move,Semi-Furnished,7686,,Resale,East,,Power Of Attorney,500000,8800000
3063,1BHK Multistorey Apartment for Resale in Suvidha Ambar at Narhe,Apartment,"Pune, Maharashtra",near Zeal college,Pune,Maharashtra,India,518,,4,1,1,1,1,Ready to Move,Semi-Furnished,,,Resale,East,,Co-operative Society,0,4200000
3064,"3BHK Multistorey Apartment for Resale in Polite Precisa at Ravet, Pimpri Chinchwad",Apartment,"Pune, Maharashtra",Near Iskcon Temple,Pune,Maharashtra,India,1320,1500,12,3,3,4,3,Ready to Move,Unfurnished,12600,,Resale,North,,Freehold,500000,18900000
